Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region I - Ilocos RegionRegion I - Ilocos RegionRegion I - Ilocos Region,2361,6858,2502,3378,6354,5136,9649,10779,178,0,17248,13910,32,17,85,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region I - Ilocos RegionRegion I - Ilocos RegionRegion I - Ilocos Region,2625,7073,4192,5614,5446,5412,10420,10340,300,21,16449,13087,17,1,117,93,2193.0,6575.0,2303.0,3270.0,5932.0,4982.0,8371.0,9788.0,188.0,9.0,15065.0,12494.0,23.0,13.0,82.0,76.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region I - Ilocos RegionRegion I - Ilocos RegionRegion I - Ilocos Region,2134,6739,6253,7620,6211,6277,9586,9029,289,15,17940,13392,0,0,122,100,2465.0,6803.0,4080.0,5555.0,5376.0,5379.0,9778.0,9884.0,194.0,8.0,15130.0,12175.0,16.0,1.0,113.0,88.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region I - Ilocos RegionRegion I - Ilocos RegionRegion I - Ilocos Region,2263,6660,8751,9711,6724,7432,8347,7721,201,8,18097,13135,0,0,157,123,2031.0,6567.0,5925.0,7410.0,6047.0,6191.0,8854.0,8530.0,252.0,18.0,16078.0,12334.0,0.0,0.0,109.0,92.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region I - Ilocos RegionRegion I - Ilocos RegionRegion I - Ilocos Region,2154,6264,10689,11567,7113,8581,8847,8330,57,3,17026,12247,0,0,83,42,2133.0,6450.0,8259.0,9333.0,6590.0,7304.0,7744.0,7378.0,174.0,8.0,16273.0,12350.0,0.0,0.0,146.0,114.0
