Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region IV-A - CALABARZONRegion IV-A - CALABARZONRegion IV-A - CALABARZON,11766,29244,7876,13004,24445,16996,13391,15002,67,3,41272,33032,193,49,350,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region IV-A - CALABARZONRegion IV-A - CALABARZONRegion IV-A - CALABARZON,13126,28754,13562,18973,20677,16225,14288,14913,252,11,41367,31881,195,63,328,397,10519.0,27026.0,7501.0,12518.0,22117.0,15726.0,11550.0,13015.0,67.0,3.0,35617.0,28771.0,161.0,41.0,314.0,415.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region IV-A - CALABARZONRegion IV-A - CALABARZONRegion IV-A - CALABARZON,13512,30719,19755,25476,22294,19318,12566,11715,380,18,44015,32686,251,111,446,574,12237.0,27637.0,13141.0,18713.0,19704.0,15688.0,12468.0,13310.0,181.0,11.0,37547.0,28798.0,225.0,109.0,351.0,438.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region IV-A - CALABARZONRegion IV-A - CALABARZONRegion IV-A - CALABARZON,13280,29280,28165,33558,24972,22076,9621,9039,329,34,41155,28748,298,120,479,588,12546.0,28935.0,18420.0,24468.0,21790.0,18944.0,11227.0,10520.0,354.0,15.0,38273.0,28768.0,240.0,96.0,421.0,571.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region IV-A - CALABARZONRegion IV-A - CALABARZONRegion IV-A - CALABARZON,12504,28505,31703,35990,25958,24696,7721,7407,242,26,34847,25249,191,98,371,417,11810.0,27100.0,24623.0,30500.0,23109.0,20779.0,8246.0,7820.0,299.0,31.0,35006.0,25293.0,230.0,106.0,437.0,554.0
