Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region II - Cagayan ValleyRegion II - Cagayan ValleyRegion II - Cagayan Valley,1447,4207,1906,2389,4080,3871,7568,8516,176,12,7496,6435,86,66,64,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region II - Cagayan ValleyRegion II - Cagayan ValleyRegion II - Cagayan Valley,1783,4362,3119,3553,3263,3625,6954,7383,180,13,7789,6676,89,37,76,53,1226.0,3581.0,1756.0,2248.0,3489.0,3390.0,6257.0,7410.0,154.0,11.0,6874.0,6124.0,85.0,55.0,50.0,38.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region II - Cagayan ValleyRegion II - Cagayan ValleyRegion II - Cagayan Valley,1673,4558,5155,5583,4119,4625,6027,6507,202,8,8636,6672,93,56,92,90,1665.0,4228.0,3205.0,3692.0,3477.0,3924.0,6131.0,6770.0,163.0,11.0,7452.0,6432.0,86.0,38.0,85.0,59.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region II - Cagayan ValleyRegion II - Cagayan ValleyRegion II - Cagayan Valley,1529,3803,7164,7597,4478,5637,5449,5565,103,3,8564,6336,148,101,97,98,1579.0,4304.0,4915.0,5496.0,4082.0,4548.0,5526.0,6071.0,172.0,8.0,7666.0,6106.0,74.0,48.0,79.0,83.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region II - Cagayan ValleyRegion II - Cagayan ValleyRegion II - Cagayan Valley,1389,3765,9011,9489,4855,6531,6109,6087,34,5,7849,5494,121,57,78,57,1484.0,3821.0,7064.0,7640.0,4454.0,5625.0,4848.0,5090.0,92.0,2.0,7664.0,6045.0,145.0,95.0,85.0,93.0
