Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region X - Northern MindanaoRegion X - Northern MindanaoRegion X - Northern Mindanao,2325,5976,2504,4260,4524,3760,6294,8313,0,0,14407,11792,50,15,102,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region X - Northern MindanaoRegion X - Northern MindanaoRegion X - Northern Mindanao,2043,5629,3113,5344,3638,3806,6047,8081,432,18,13138,10544,61,41,85,143,2023.0,5312.0,2076.0,3900.0,3648.0,3394.0,4955.0,7129.0,259.0,23.0,12243.0,10046.0,36.0,12.0,87.0,88.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region X - Northern MindanaoRegion X - Northern MindanaoRegion X - Northern Mindanao,2396,6108,5208,7619,4032,4371,6230,7782,563,18,14592,10949,110,56,86,93,1828.0,5300.0,3016.0,5288.0,3498.0,3713.0,5456.0,7616.0,466.0,18.0,12115.0,9820.0,66.0,49.0,65.0,95.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region X - Northern MindanaoRegion X - Northern MindanaoRegion X - Northern Mindanao,2138,5492,6397,9534,4472,5268,5880,7200,380,15,15326,10554,110,81,65,85,2130.0,5723.0,4943.0,7430.0,3826.0,4256.0,5259.0,6699.0,485.0,17.0,13042.0,9789.0,88.0,56.0,79.0,114.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region X - Northern MindanaoRegion X - Northern MindanaoRegion X - Northern Mindanao,2083,5547,8168,12338,4957,6043,6510,8271,68,4,13980,9295,55,37,45,37,2061.0,5340.0,5981.0,9222.0,4304.0,5147.0,5096.0,6447.0,318.0,12.0,13389.0,9580.0,103.0,81.0,72.0,84.0
