Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region IX - Zamboanga PeninsulaRegion IX - Zamboanga PeninsulaRegion IX - Zamboanga Peninsula,1079,3122,1422,2557,2688,3216,4078,6016,39,5,10943,9443,64,52,32,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region IX - Zamboanga PeninsulaRegion IX - Zamboanga PeninsulaRegion IX - Zamboanga Peninsula,978,2714,2258,3729,2280,2849,4625,6397,60,0,10377,9194,47,28,37,51,928.0,2676.0,1257.0,2247.0,1930.0,2308.0,3498.0,5061.0,30.0,3.0,8753.0,7663.0,28.0,20.0,39.0,75.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region IX - Zamboanga PeninsulaRegion IX - Zamboanga PeninsulaRegion IX - Zamboanga Peninsula,1115,3113,4256,6642,2476,3355,3258,4095,45,0,13932,11444,28,44,51,64,985.0,2673.0,2232.0,3697.0,2299.0,2850.0,4117.0,5866.0,55.0,0.0,9723.0,8684.0,40.0,32.0,22.0,23.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region IX - Zamboanga PeninsulaRegion IX - Zamboanga PeninsulaRegion IX - Zamboanga Peninsula,1102,2865,4921,8016,3009,4228,2646,3058,82,33,14856,12517,19,12,83,85,1078.0,3035.0,3933.0,6263.0,2631.0,3535.0,2639.0,3455.0,45.0,1.0,12178.0,10373.0,19.0,29.0,50.0,60.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region IX - Zamboanga PeninsulaRegion IX - Zamboanga PeninsulaRegion IX - Zamboanga Peninsula,1132,2872,6853,10828,3249,4527,3167,3755,0,0,14022,11693,42,19,44,50,1029.0,2715.0,4664.0,7702.0,2891.0,4023.0,2190.0,2656.0,0.0,0.0,13018.0,11062.0,29.0,16.0,76.0,80.0
