Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,CAR - Cordillera Administrative RegionCAR - Cordillera Administrative RegionCAR - Cordillera Administrative Region,703,2149,1639,2358,2835,3005,1729,2380,0,0,4503,3700,64,43,62,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,CAR - Cordillera Administrative RegionCAR - Cordillera Administrative RegionCAR - Cordillera Administrative Region,978,2446,2434,3197,2475,3000,1793,2129,0,0,4492,3706,39,20,41,71,642.0,1956.0,1443.0,2198.0,2516.0,2826.0,1453.0,2083.0,0.0,0.0,3696.0,3311.0,56.0,38.0,50.0,98.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,CAR - Cordillera Administrative RegionCAR - Cordillera Administrative RegionCAR - Cordillera Administrative Region,855,2199,3750,4612,2908,3298,1483,1688,0,0,4780,3560,53,36,42,50,887.0,2272.0,2256.0,3097.0,2433.0,2999.0,1686.0,2037.0,0.0,0.0,4034.0,3424.0,35.0,20.0,40.0,67.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,CAR - Cordillera Administrative RegionCAR - Cordillera Administrative RegionCAR - Cordillera Administrative Region,771,1942,4260,5043,2849,3793,1637,1809,34,4,4484,3141,79,34,31,49,828.0,2099.0,3398.0,4329.0,2737.0,3192.0,1364.0,1633.0,0.0,0.0,4209.0,3153.0,35.0,31.0,38.0,48.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,CAR - Cordillera Administrative RegionCAR - Cordillera Administrative RegionCAR - Cordillera Administrative Region,732,1816,5007,5813,2727,3937,1785,1919,19,2,4430,2973,47,38,35,51,713.0,1870.0,3999.0,4893.0,2713.0,3670.0,1529.0,1710.0,33.0,4.0,3960.0,2924.0,70.0,29.0,33.0,40.0
