Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region VIII - Eastern VisayasRegion VIII - Eastern VisayasRegion VIII - Eastern Visayas,1885,4171,4095,6020,2824,2445,7948,9490,0,0,16183,13400,35,23,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region VIII - Eastern VisayasRegion VIII - Eastern VisayasRegion VIII - Eastern Visayas,1492,3779,4698,6976,3179,2685,7534,9543,0,0,14421,12325,1,1,11,3,1662.0,3873.0,3571.0,5517.0,2701.0,2359.0,6596.0,8260.0,0.0,0.0,13662.0,11670.0,34.0,20.0,15.0,13.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region VIII - Eastern VisayasRegion VIII - Eastern VisayasRegion VIII - Eastern Visayas,1776,3939,5828,8598,3038,2893,8639,10184,0,0,16684,13260,73,60,16,22,1437.0,3666.0,4487.0,6841.0,3046.0,2625.0,7059.0,9095.0,0.0,0.0,13545.0,11624.0,19.0,19.0,46.0,21.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region VIII - Eastern VisayasRegion VIII - Eastern VisayasRegion VIII - Eastern Visayas,1752,4213,7548,10281,3192,3505,8518,10219,0,0,17012,13209,49,48,35,63,1716.0,3878.0,5379.0,8145.0,2931.0,2839.0,7902.0,9570.0,0.0,0.0,15044.0,12144.0,64.0,50.0,16.0,21.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region VIII - Eastern VisayasRegion VIII - Eastern VisayasRegion VIII - Eastern Visayas,1728,4308,9309,12546,3703,4502,9505,11494,0,0,15344,12193,65,61,23,27,1647.0,4102.0,7130.0,9909.0,3139.0,3479.0,7852.0,9746.0,0.0,0.0,15247.0,12361.0,54.0,51.0,37.0,58.0
