Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region XII - SoccsksargenRegion XII - SoccsksargenRegion XII - Soccsksargen,1971,4937,4187,7273,3956,3692,3935,5054,0,0,16196,11205,144,106,76,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region XII - SoccsksargenRegion XII - SoccsksargenRegion XII - Soccsksargen,1729,4502,5799,9133,3375,3601,3874,5247,0,0,14005,10161,116,65,71,109,1716.0,4430.0,3664.0,6495.0,3612.0,3456.0,3221.0,4252.0,0.0,0.0,12128.0,8841.0,105.0,84.0,61.0,73.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region XII - SoccsksargenRegion XII - SoccsksargenRegion XII - Soccsksargen,1728,4454,8666,12626,3648,4250,3122,3793,28,1,16865,11143,127,55,103,138,1570.0,4296.0,5655.0,8960.0,3278.0,3516.0,3406.0,4561.0,0.0,0.0,12429.0,9051.0,99.0,63.0,64.0,101.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region XII - SoccsksargenRegion XII - SoccsksargenRegion XII - Soccsksargen,1641,4254,10836,15676,4167,5289,2131,2553,27,0,15841,10024,123,85,121,157,1627.0,4254.0,8104.0,12064.0,3624.0,4198.0,2400.0,3008.0,25.0,1.0,14234.0,9551.0,90.0,52.0,114.0,138.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region XII - SoccsksargenRegion XII - SoccsksargenRegion XII - Soccsksargen,1622,4274,12882,18985,4417,5912,1815,2399,16,0,14412,9120,83,21,124,149,1530.0,4079.0,10027.0,14914.0,3993.0,5164.0,1680.0,2120.0,25.0,0.0,13816.0,9103.0,119.0,87.0,91.0,130.0
