Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region V - Bicol RegionRegion V - Bicol RegionRegion V - Bicol Region,2172,5744,1284,2505,3303,2737,12817,17051,126,6,21664,18926,127,80,202,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region V - Bicol RegionRegion V - Bicol RegionRegion V - Bicol Region,2136,5830,1853,3378,3445,3295,14264,18513,221,8,21413,18887,116,62,212,214,1997.0,5248.0,1205.0,2346.0,3166.0,2714.0,11169.0,15618.0,126.0,8.0,18498.0,16768.0,86.0,77.0,225.0,241.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region V - Bicol RegionRegion V - Bicol RegionRegion V - Bicol Region,2356,6231,3035,4967,4125,4185,16081,21719,326,21,23432,18206,117,68,226,304,1998.0,5646.0,1843.0,3406.0,3459.0,3251.0,13592.0,18223.0,218.0,7.0,19603.0,17321.0,96.0,58.0,247.0,243.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region V - Bicol RegionRegion V - Bicol RegionRegion V - Bicol Region,2089,5997,4538,6887,4668,5139,16573,21812,222,29,23426,17652,141,75,276,353,2213.0,6168.0,3014.0,4920.0,4049.0,4151.0,14577.0,20178.0,319.0,19.0,21165.0,16648.0,111.0,63.0,253.0,306.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region V - Bicol RegionRegion V - Bicol RegionRegion V - Bicol Region,2002,5610,4877,7134,4498,5273,19489,24745,114,7,17848,13722,99,37,264,251,1927.0,5611.0,4118.0,6417.0,4472.0,4957.0,14424.0,19503.0,207.0,22.0,18705.0,14695.0,112.0,69.0,270.0,327.0
