Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,NCR - National Capital RegionNCR - National Capital RegionNCR - National Capital Region,16136,33462,7148,12465,27352,19304,10162,11948,75,5,32959,27488,596,265,797,1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,NCR - National Capital RegionNCR - National Capital RegionNCR - National Capital Region,16969,32663,10376,16076,24561,19112,11467,11711,290,11,33042,26994,384,172,702,1383,12691.0,27107.0,5711.0,10146.0,21393.0,15316.0,8572.0,9475.0,65.0,3.0,27605.0,22916.0,360.0,194.0,566.0,815.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,NCR - National Capital RegionNCR - National Capital RegionNCR - National Capital Region,17385,33111,15226,20807,25322,20934,10853,10803,488,23,34790,26367,547,240,1012,1676,15293.0,30239.0,8976.0,14716.0,22156.0,17852.0,10239.0,10440.0,247.0,10.0,29876.0,24675.0,310.0,148.0,773.0,1365.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,NCR - National Capital RegionNCR - National Capital RegionNCR - National Capital Region,15540,29918,19666,25563,26158,22855,9642,9065,389,12,32369,23751,499,200,1056,1516,14945.0,29176.0,13194.0,18721.0,23231.0,19187.0,9167.0,8908.0,412.0,23.0,30148.0,23136.0,330.0,188.0,899.0,1407.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,NCR - National Capital RegionNCR - National Capital RegionNCR - National Capital Region,13224,25786,18778,23421,23196,21850,8491,8023,110,9,25618,19015,369,171,764,1158,12788.0,25536.0,15955.0,21934.0,21282.0,18937.0,7864.0,7885.0,329.0,9.0,26409.0,20090.0,440.0,213.0,830.0,1278.0
