Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region VI - Western VisayasRegion VI - Western VisayasRegion VI - Western Visayas,2597,8446,3766,6562,6137,5688,13812,15852,977,25,27384,21987,59,27,155,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region VI - Western VisayasRegion VI - Western VisayasRegion VI - Western Visayas,2556,8783,6007,10034,6578,6749,12885,13375,2000,37,25186,21343,67,34,177,232,2396.0,7799.0,3342.0,6043.0,5692.0,5540.0,11523.0,14034.0,1353.0,35.0,22913.0,19157.0,53.0,26.0,142.0,218.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region VI - Western VisayasRegion VI - Western VisayasRegion VI - Western Visayas,2956,9655,9378,14575,6793,8029,9521,9113,2637,49,29171,22059,71,80,245,266,2526.0,8765.0,6040.0,10178.0,5947.0,6892.0,10684.0,11401.0,2302.0,45.0,23011.0,19815.0,57.0,33.0,161.0,214.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region VI - Western VisayasRegion VI - Western VisayasRegion VI - Western Visayas,3148,9162,13255,19053,7592,9410,8630,8662,1907,34,29887,21763,116,53,189,216,2687.0,9176.0,8974.0,14030.0,6553.0,7879.0,8475.0,8349.0,2307.0,38.0,25266.0,19799.0,56.0,68.0,227.0,263.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region VI - Western VisayasRegion VI - Western VisayasRegion VI - Western Visayas,2889,8602,15922,22321,7910,9998,9015,9335,774,16,29407,21151,63,26,146,175,2946.0,8913.0,12382.0,18392.0,7264.0,9122.0,7853.0,8227.0,1684.0,28.0,26445.0,20246.0,103.0,52.0,173.0,205.0
