Year,Sector,Region,11 ABM MALE,11 ABM FEMALE,11 HUMMS MALE,11 HUMMS FEMALE,11 STEM MALE,11 STEM FEMALE,11 GAS MALE,11 GAS FEMALE,11 MARITIME MALE,11 MARITIME FEMALE,11 TVL MALE,11 TVL FEMALE,11 SPORTS MALE,11 SPORTS FEMALE,11 ARTS&DESIGN MALE,11 ARTS&DESIGN FEMALE,12 ABM MALE,12 ABM FEMALE,12 HUMMS MALE,12 HUMMS FEMALE,12 STEM MALE,12 STEM FEMALE,12 GAS MALE,12 GAS FEMALE,12 MARITIME MALE,12 MARITIME FEMALE,12 TVL MALE,12 TVL FEMALE,12 SPORTS MALE,12 SPORTS FEMALE,12 ARTS&DESIGN MALE,12 ARTS&DESIGN FEMALE
2016 - 2017,PUBLICPRIVATESUCsLUCs,Region VII - Central VisayasRegion VII - Central VisayasRegion VII - Central Visayas,3016,8782,2529,5400,8066,6682,11535,15384,877,41,23877,20695,91,89,146,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 2018,PUBLICPRIVATESUCsLUCs,Region VII - Central VisayasRegion VII - Central VisayasRegion VII - Central Visayas,2741,8263,3604,7694,8416,7592,13819,16704,1681,76,23441,21547,89,75,186,237,2439.0,7808.0,2327.0,5079.0,7199.0,6087.0,10906.0,14891.0,494.0,30.0,20819.0,19742.0,66.0,61.0,107.0,179.0
2018 - 2019,PUBLICPRIVATESUCsLUCs,Region VII - Central VisayasRegion VII - Central VisayasRegion VII - Central Visayas,3342,9449,6137,11552,9430,8959,14479,15635,1516,76,27071,20879,83,66,224,324,2586.0,8092.0,3708.0,7883.0,8092.0,7477.0,12578.0,15242.0,801.0,43.0,22763.0,20632.0,74.0,75.0,172.0,238.0
2019 - 2020,PUBLICPRIVATESUCsLUCs,Region VII - Central VisayasRegion VII - Central VisayasRegion VII - Central Visayas,3414,9273,8851,14890,9890,9869,14858,15859,1200,61,27218,20224,88,64,285,338,3052.0,9038.0,6227.0,11544.0,9101.0,8794.0,12926.0,14344.0,1121.0,52.0,24038.0,18859.0,76.0,55.0,203.0,313.0
2020 - 2021,PUBLICPRIVATESUCsLUCs,Region VII - Central VisayasRegion VII - Central VisayasRegion VII - Central Visayas,3127,8567,10220,16700,9874,10228,15845,17419,531,20,23367,17289,112,70,221,234,2991.0,8580.0,8231.0,14267.0,9326.0,9482.0,12729.0,14215.0,950.0,45.0,23404.0,18178.0,76.0,67.0,274.0,308.0
